year,province,month,age_group,dead_people,injury_people
2023,Nakhon-Ratchasima,December,36-60,19,587
2023,Nakhon-Ratchasima,December,60++,10,168
2023,Surat-Thani,January,1-14,0,103
2023,Surat-Thani,January,15-18,2,161
2023,Surat-Thani,January,19-24,6,142
2023,Surat-Thani,January,25-35,9,207
2023,Surat-Thani,January,36-60,13,257
2023,Surat-Thani,January,60++,3,71
2023,Surat-Thani,February,1-14,2,66
2023,Surat-Thani,February,15-18,4,119
2023,Surat-Thani,February,19-24,1,135
2023,Surat-Thani,February,25-35,8,181
2023,Surat-Thani,February,36-60,5,211
2023,Surat-Thani,February,60++,2,69
2023,Surat-Thani,March,1-14,1,78
2023,Surat-Thani,March,15-18,0,139
2023,Surat-Thani,March,19-24,7,144
2023,Surat-Thani,March,25-35,5,196
2023,Surat-Thani,March,36-60,10,288
2023,Surat-Thani,March,60++,2,70
2023,Surat-Thani,April,1-14,3,89
2023,Surat-Thani,April,15-18,1,71
2023,Surat-Thani,April,19-24,7,123
2023,Surat-Thani,April,25-35,3,178
2023,Surat-Thani,April,36-60,10,263
2023,Surat-Thani,April,60++,3,77
2023,Surat-Thani,May,1-14,2,78
2023,Surat-Thani,May,15-18,2,98
2023,Surat-Thani,May,19-24,1,127
2023,Surat-Thani,May,25-35,1,163
2023,Surat-Thani,May,36-60,12,218
2023,Surat-Thani,May,60++,5,65
2023,Surat-Thani,June,1-14,2,90
2023,Surat-Thani,June,15-18,1,134
2023,Surat-Thani,June,19-24,2,117
2023,Surat-Thani,June,25-35,5,162
2023,Surat-Thani,June,36-60,6,213
2023,Surat-Thani,June,60++,4,59
2023,Surat-Thani,July,1-14,0,78
2023,Surat-Thani,July,15-18,3,140
2023,Surat-Thani,July,19-24,2,119
2023,Surat-Thani,July,25-35,7,146
2023,Surat-Thani,July,36-60,8,200
2023,Surat-Thani,July,60++,5,51
2023,Surat-Thani,August,1-14,0,75
2023,Surat-Thani,August,15-18,1,126
2023,Surat-Thani,August,19-24,0,109
2023,Surat-Thani,August,25-35,8,166
2023,Surat-Thani,August,36-60,15,247
2023,Surat-Thani,August,60++,1,69
2023,Surat-Thani,September,1-14,1,101
2023,Surat-Thani,September,15-18,0,117
2023,Surat-Thani,September,19-24,3,115
2023,Surat-Thani,September,25-35,4,156
2023,Surat-Thani,September,36-60,14,229
2023,Surat-Thani,September,60++,6,61
2023,Surat-Thani,October,1-14,1,69
2023,Surat-Thani,October,15-18,0,81
2023,Surat-Thani,October,19-24,1,120
2023,Surat-Thani,October,25-35,7,155
2023,Surat-Thani,October,36-60,7,216
2023,Surat-Thani,October,60++,5,53
2023,Surat-Thani,November,1-14,2,60
2023,Surat-Thani,November,15-18,0,93
2023,Surat-Thani,November,19-24,2,102
2023,Surat-Thani,November,25-35,6,125
2023,Surat-Thani,November,36-60,7,189
2023,Surat-Thani,November,60++,4,45
2023,Surat-Thani,December,1-14,0,80
2023,Surat-Thani,December,15-18,0,105
2023,Surat-Thani,December,19-24,2,121
2023,Surat-Thani,December,25-35,5,163
2023,Surat-Thani,December,36-60,5,214
2023,Surat-Thani,December,60++,2,59
2023,Chiang-Mai,January,1-14,0,85
2023,Chiang-Mai,January,15-18,0,201
2023,Chiang-Mai,January,19-24,8,418
2023,Chiang-Mai,January,25-35,8,472
2023,Chiang-Mai,January,36-60,14,572
2023,Chiang-Mai,January,60++,6,225
2023,Chiang-Mai,February,1-14,1,91
2023,Chiang-Mai,February,15-18,1,172
2023,Chiang-Mai,February,19-24,6,408
2023,Chiang-Mai,February,25-35,18,472
2023,Chiang-Mai,February,36-60,16,600
2023,Chiang-Mai,February,60++,7,199
2023,Chiang-Mai,March,1-14,1,112
2023,Chiang-Mai,March,15-18,0,188
2023,Chiang-Mai,March,19-24,8,378
2023,Chiang-Mai,March,25-35,9,472
2023,Chiang-Mai,March,36-60,14,603
2023,Chiang-Mai,March,60++,8,198
2023,Chiang-Mai,April,1-14,0,134
2023,Chiang-Mai,April,15-18,2,207
2023,Chiang-Mai,April,19-24,7,347
2023,Chiang-Mai,April,25-35,15,476
2023,Chiang-Mai,April,36-60,12,581
2023,Chiang-Mai,April,60++,9,206
2023,Chiang-Mai,May,1-14,1,112
2023,Chiang-Mai,May,15-18,1,161
2023,Chiang-Mai,May,19-24,4,333
2023,Chiang-Mai,May,25-35,6,434
2023,Chiang-Mai,May,36-60,11,509
2023,Chiang-Mai,May,60++,8,185
2023,Chiang-Mai,June,1-14,2,112
2023,Chiang-Mai,June,15-18,3,197
2023,Chiang-Mai,June,19-24,2,306
2023,Chiang-Mai,June,25-35,3,420
2023,Chiang-Mai,June,36-60,6,476
2023,Chiang-Mai,June,60++,7,158
2023,Chiang-Mai,July,1-14,0,119
2023,Chiang-Mai,July,15-18,3,186
2023,Chiang-Mai,July,19-24,8,355
2023,Chiang-Mai,July,25-35,11,408
2023,Chiang-Mai,July,36-60,7,500
2023,Chiang-Mai,July,60++,7,173
2023,Chiang-Mai,August,1-14,0,101
2023,Chiang-Mai,August,15-18,2,187
2023,Chiang-Mai,August,19-24,4,320
2023,Chiang-Mai,August,25-35,6,383
2023,Chiang-Mai,August,36-60,15,429
2023,Chiang-Mai,August,60++,4,160
2023,Chiang-Mai,September,1-14,0,99
2023,Chiang-Mai,September,15-18,1,172
2023,Chiang-Mai,September,19-24,4,420
2023,Chiang-Mai,September,25-35,4,388
2023,Chiang-Mai,September,36-60,9,413
2023,Chiang-Mai,September,60++,6,152
2023,Chiang-Mai,October,1-14,4,101
2023,Chiang-Mai,October,15-18,1,174
2023,Chiang-Mai,October,19-24,3,388
2023,Chiang-Mai,October,25-35,6,410
2023,Chiang-Mai,October,36-60,15,479
2023,Chiang-Mai,October,60++,7,194
2023,Chiang-Mai,November,1-14,1,139
2023,Chiang-Mai,November,15-18,2,233
2023,Chiang-Mai,November,19-24,8,420
2023,Chiang-Mai,November,25-35,15,471
2023,Chiang-Mai,November,36-60,21,606
2023,Chiang-Mai,November,60++,2,260
2023,Chiang-Mai,December,1-14,2,167
2023,Chiang-Mai,December,15-18,2,252
2023,Chiang-Mai,December,19-24,11,519
2023,Chiang-Mai,December,25-35,20,563
2023,Chiang-Mai,December,36-60,10,727
2023,Chiang-Mai,December,60++,5,225
2024,Bangkok,January,1-14,2,397
2024,Bangkok,January,15-18,3,814
2024,Bangkok,January,19-24,8,1911
2024,Bangkok,January,25-35,32,2809
2024,Bangkok,January,36-60,42,2946
2024,Bangkok,January,60++,5,524
2024,Bangkok,February,1-14,2,341
2024,Bangkok,February,15-18,2,739
2024,Bangkok,February,19-24,7,1732
2024,Bangkok,February,25-35,29,2634
2024,Bangkok,February,36-60,25,2821
2024,Bangkok,February,60++,4,507
2024,Bangkok,March,1-14,2,382
2024,Bangkok,March,15-18,4,727
2024,Bangkok,March,19-24,9,1783
2024,Bangkok,March,25-35,27,2971
2024,Bangkok,March,36-60,25,2874
2024,Bangkok,March,60++,6,541
2024,Bangkok,April,1-14,1,347
2024,Bangkok,April,15-18,5,740
2024,Bangkok,April,19-24,7,1653
2024,Bangkok,April,25-35,20,2576
2024,Bangkok,April,36-60,30,2569
2024,Bangkok,April,60++,11,468
2024,Bangkok,May,1-14,0,318
2024,Bangkok,May,15-18,4,627
2024,Bangkok,May,19-24,9,1716
2024,Bangkok,May,25-35,19,2803
2024,Bangkok,May,36-60,18,2778
2024,Bangkok,May,60++,6,500
2024,Bangkok,June,1-14,2,420
2024,Bangkok,June,15-18,3,941
2024,Bangkok,June,19-24,8,1645
2024,Bangkok,June,25-35,15,2668
2024,Bangkok,June,36-60,23,2694
2024,Bangkok,June,60++,7,462
2024,Bangkok,July,1-14,3,506
2024,Bangkok,July,15-18,3,923
2024,Bangkok,July,19-24,14,1876
2024,Bangkok,July,25-35,18,2826
2024,Bangkok,July,36-60,26,2917
2024,Bangkok,July,60++,2,518
2024,Bangkok,August,1-14,0,456
2024,Bangkok,August,15-18,6,881
2024,Bangkok,August,19-24,11,1841
2024,Bangkok,August,25-35,27,2734
2024,Bangkok,August,36-60,12,2813
2024,Bangkok,August,60++,11,496
2024,Bangkok,September,1-14,2,438
2024,Bangkok,September,15-18,3,853
2024,Bangkok,September,19-24,8,1840
2024,Bangkok,September,25-35,20,2705
2024,Bangkok,September,36-60,22,2782
2024,Bangkok,September,60++,7,471
2024,Bangkok,October,1-14,1,418
2024,Bangkok,October,15-18,6,801
2024,Bangkok,October,19-24,5,1866
2024,Bangkok,October,25-35,20,2781
2024,Bangkok,October,36-60,24,2749
2024,Bangkok,October,60++,12,481
2024,Bangkok,November,1-14,0,483
2024,Bangkok,November,15-18,9,961
2024,Bangkok,November,19-24,15,1861
2024,Bangkok,November,25-35,12,2871
2024,Bangkok,November,36-60,24,2981
2024,Bangkok,November,60++,4,543
2024,Bangkok,December,1-14,1,523
2024,Bangkok,December,15-18,6,915
2024,Bangkok,December,19-24,5,1948
2024,Bangkok,December,25-35,21,3052
2024,Bangkok,December,36-60,39,3145
2024,Bangkok,December,60++,8,613
2024,Kanchanaburi,January,1-14,0,44
2024,Kanchanaburi,January,15-18,1,60
2024,Kanchanaburi,January,19-24,2,51
2024,Kanchanaburi,January,25-35,9,79
2024,Kanchanaburi,January,36-60,6,117
2024,Kanchanaburi,January,60++,3,52
2024,Kanchanaburi,February,1-14,0,35
2024,Kanchanaburi,February,15-18,0,43
2024,Kanchanaburi,February,19-24,2,78
2024,Kanchanaburi,February,25-35,3,73
2024,Kanchanaburi,February,36-60,11,106
2024,Kanchanaburi,February,60++,2,47
2024,Kanchanaburi,March,1-14,0,43
2024,Kanchanaburi,March,15-18,1,40
2024,Kanchanaburi,March,19-24,4,61
2024,Kanchanaburi,March,25-35,3,73
2024,Kanchanaburi,March,36-60,6,119
2024,Kanchanaburi,March,60++,3,39
2024,Kanchanaburi,April,1-14,1,40
2024,Kanchanaburi,April,15-18,1,44
2024,Kanchanaburi,April,19-24,2,44
2024,Kanchanaburi,April,25-35,6,72
2024,Kanchanaburi,April,36-60,10,130
2024,Kanchanaburi,April,60++,1,42
2024,Kanchanaburi,May,1-14,1,37
2024,Kanchanaburi,May,15-18,0,52
2024,Kanchanaburi,May,19-24,1,43
2024,Kanchanaburi,May,25-35,2,52
2024,Kanchanaburi,May,36-60,6,76
2024,Kanchanaburi,May,60++,2,33
2024,Kanchanaburi,June,1-14,0,31
2024,Kanchanaburi,June,15-18,4,57
2024,Kanchanaburi,June,19-24,2,47
2024,Kanchanaburi,June,25-35,6,76
2024,Kanchanaburi,June,36-60,5,89
2024,Kanchanaburi,June,60++,4,34
2024,Kanchanaburi,July,1-14,0,32
2024,Kanchanaburi,July,15-18,0,33
2024,Kanchanaburi,July,19-24,0,49
2024,Kanchanaburi,July,25-35,1,55
2024,Kanchanaburi,July,36-60,3,107
2024,Kanchanaburi,July,60++,1,39
2024,Kanchanaburi,August,1-14,2,49
2024,Kanchanaburi,August,15-18,1,62
2024,Kanchanaburi,August,19-24,2,64
2024,Kanchanaburi,August,25-35,1,66
2024,Kanchanaburi,August,36-60,6,120
2024,Kanchanaburi,August,60++,1,49
2024,Kanchanaburi,September,1-14,0,33
2024,Kanchanaburi,September,15-18,2,43
2024,Kanchanaburi,September,19-24,0,50
2024,Kanchanaburi,September,25-35,1,71
2024,Kanchanaburi,September,36-60,8,93
2024,Kanchanaburi,September,60++,2,33
2024,Kanchanaburi,October,1-14,1,36
2024,Kanchanaburi,October,15-18,1,49
2024,Kanchanaburi,October,19-24,2,57
2024,Kanchanaburi,October,25-35,2,65
2024,Kanchanaburi,October,36-60,10,94
2024,Kanchanaburi,October,60++,4,39
2024,Kanchanaburi,November,1-14,0,33
2024,Kanchanaburi,November,15-18,1,56
2024,Kanchanaburi,November,19-24,2,55
2024,Kanchanaburi,November,25-35,5,54
2024,Kanchanaburi,November,36-60,6,101
2024,Kanchanaburi,November,60++,33,44
2024,Kanchanaburi,December,1-14,4,30
2024,Kanchanaburi,December,15-18,1,53
2024,Kanchanaburi,December,19-24,2,54
2024,Kanchanaburi,December,25-35,5,92
2024,Kanchanaburi,December,36-60,7,115
2024,Kanchanaburi,December,60++,5,53
2024,Chonburi,January,1-14,0,135
2024,Chonburi,January,15-18,6,259
2024,Chonburi,January,19-24,4,497
2024,Chonburi,January,25-35,20,735
2024,Chonburi,January,36-60,12,729
2024,Chonburi,January,60++,8,141
2024,Chonburi,February,1-14,1,133
2024,Chonburi,February,15-18,1,208
2024,Chonburi,February,19-24,8,438
2024,Chonburi,February,25-35,18,697
2024,Chonburi,February,36-60,26,672
2024,Chonburi,February,60++,6,129
2024,Chonburi,March,1-14,2,175
2024,Chonburi,March,15-18,2,216
2024,Chonburi,March,19-24,8,467
2024,Chonburi,March,25-35,12,745
2024,Chonburi,March,36-60,18,733
2024,Chonburi,March,60++,5,131
2024,Chonburi,April,1-14,0,122
2024,Chonburi,April,15-18,4,200
2024,Chonburi,April,19-24,11,429
2024,Chonburi,April,25-35,10,633
2024,Chonburi,April,36-60,20,609
2024,Chonburi,April,60++,2,115
2024,Chonburi,May,1-14,1,111
2024,Chonburi,May,15-18,3,211
2024,Chonburi,May,19-24,8,458
2024,Chonburi,May,25-35,14,648
2024,Chonburi,May,36-60,23,686
2024,Chonburi,May,60++,3,131
2024,Chonburi,June,1-14,1,144
2024,Chonburi,June,15-18,1,270
2024,Chonburi,June,19-24,8,449
2024,Chonburi,June,25-35,12,686
2024,Chonburi,June,36-60,18,684
2024,Chonburi,June,60++,2,121
2024,Chonburi,July,1-14,1,164
2024,Chonburi,July,15-18,1,272
2024,Chonburi,July,19-24,7,500
2024,Chonburi,July,25-35,13,729
2024,Chonburi,July,36-60,19,706
2024,Chonburi,July,60++,4,106
2024,Chonburi,August,1-14,1,161
2024,Chonburi,August,15-18,2,254
2024,Chonburi,August,19-24,17,450
2024,Chonburi,August,25-35,16,702
2024,Chonburi,August,36-60,13,703
2024,Chonburi,August,60++,4,111
2024,Chonburi,September,1-14,3,127
2024,Chonburi,September,15-18,2,239
2024,Chonburi,September,19-24,4,426
2024,Chonburi,September,25-35,12,752
2024,Chonburi,September,36-60,15,677
2024,Chonburi,September,60++,7,143
2024,Chonburi,October,1-14,0,143
2024,Chonburi,October,15-18,2,199
2024,Chonburi,October,19-24,5,465
2024,Chonburi,October,25-35,15,664
2024,Chonburi,October,36-60,20,696
2024,Chonburi,October,60++,4,130
2024,Chonburi,November,1-14,1,121
2024,Chonburi,November,15-18,1,248
2024,Chonburi,November,19-24,9,497
2024,Chonburi,November,25-35,20,715
2024,Chonburi,November,36-60,12,755
2024,Chonburi,November,60++,3,127
2024,Chonburi,December,1-14,0,166
2024,Chonburi,December,15-18,4,250
2024,Chonburi,December,19-24,13,522
2024,Chonburi,December,25-35,9,759
2024,Chonburi,December,36-60,16,695
2024,Chonburi,December,60++,4,122
2024,Nakhon-Ratchasima,January,1-14,1,217
2024,Nakhon-Ratchasima,January,15-18,5,323
2024,Nakhon-Ratchasima,January,19-24,3,305
2024,Nakhon-Ratchasima,January,25-35,10,408
2024,Nakhon-Ratchasima,January,36-60,15,606
2024,Nakhon-Ratchasima,January,60++,10,224
2024,Nakhon-Ratchasima,February,1-14,1,219
2024,Nakhon-Ratchasima,February,15-18,4,312
2024,Nakhon-Ratchasima,February,19-24,8,301
2024,Nakhon-Ratchasima,February,25-35,10,360
2024,Nakhon-Ratchasima,February,36-60,19,583
2024,Nakhon-Ratchasima,February,60++,8,187
2024,Nakhon-Ratchasima,March,1-14,2,192
2024,Nakhon-Ratchasima,March,15-18,2,246
2024,Nakhon-Ratchasima,March,19-24,3,288
2024,Nakhon-Ratchasima,March,25-35,8,311
2024,Nakhon-Ratchasima,March,36-60,25,507
2024,Nakhon-Ratchasima,March,60++,7,167
2024,Nakhon-Ratchasima,April,1-14,1,181
2024,Nakhon-Ratchasima,April,15-18,6,194
2024,Nakhon-Ratchasima,April,19-24,4,281
2024,Nakhon-Ratchasima,April,25-35,5,302
2024,Nakhon-Ratchasima,April,36-60,23,505
2024,Nakhon-Ratchasima,April,60++,7,167
2024,Nakhon-Ratchasima,May,1-14,1,182
2024,Nakhon-Ratchasima,May,15-18,1,214
2024,Nakhon-Ratchasima,May,19-24,3,248
2024,Nakhon-Ratchasima,May,25-35,11,278
2024,Nakhon-Ratchasima,May,36-60,9,506
2024,Nakhon-Ratchasima,May,60++,3,167
2024,Nakhon-Ratchasima,June,1-14,2,245
2024,Nakhon-Ratchasima,June,15-18,5,307
2024,Nakhon-Ratchasima,June,19-24,1,250
2024,Nakhon-Ratchasima,June,25-35,6,313
2024,Nakhon-Ratchasima,June,36-60,14,493
2024,Nakhon-Ratchasima,June,60++,7,184
2024,Nakhon-Ratchasima,July,1-14,2,197
2024,Nakhon-Ratchasima,July,15-18,3,272
2024,Nakhon-Ratchasima,July,19-24,1,218
2024,Nakhon-Ratchasima,July,25-35,6,279
2024,Nakhon-Ratchasima,July,36-60,15,403
2024,Nakhon-Ratchasima,July,60++,4,160
2024,Nakhon-Ratchasima,August,1-14,2,208
2024,Nakhon-Ratchasima,August,15-18,1,317
2024,Nakhon-Ratchasima,August,19-24,4,273
2024,Nakhon-Ratchasima,August,25-35,11,320
2024,Nakhon-Ratchasima,August,36-60,9,455
2024,Nakhon-Ratchasima,August,60++,4,183
2024,Nakhon-Ratchasima,September,1-14,2,205
2024,Nakhon-Ratchasima,September,15-18,3,249
2024,Nakhon-Ratchasima,September,19-24,2,241
2024,Nakhon-Ratchasima,September,25-35,5,278
2024,Nakhon-Ratchasima,September,36-60,8,469
2024,Nakhon-Ratchasima,September,60++,6,165
2024,Nakhon-Ratchasima,October,1-14,1,170
2024,Nakhon-Ratchasima,October,15-18,4,206
2024,Nakhon-Ratchasima,October,19-24,1,227
2024,Nakhon-Ratchasima,October,25-35,3,294
2024,Nakhon-Ratchasima,October,36-60,17,463
2024,Nakhon-Ratchasima,October,60++,6,185
2024,Nakhon-Ratchasima,November,1-14,1,230
2024,Nakhon-Ratchasima,November,15-18,2,273
2024,Nakhon-Ratchasima,November,19-24,3,238
2024,Nakhon-Ratchasima,November,25-35,7,335
2024,Nakhon-Ratchasima,November,36-60,11,572
2024,Nakhon-Ratchasima,November,60++,7,186
2024,Nakhon-Ratchasima,December,1-14,5,243
2024,Nakhon-Ratchasima,December,15-18,2,331
2024,Nakhon-Ratchasima,December,19-24,4,316
2024,Nakhon-Ratchasima,December,25-35,6,357
2024,Nakhon-Ratchasima,December,36-60,16,534
2024,Nakhon-Ratchasima,December,60++,9,193
2024,Surat-Thani,January,1-14,1,92
2024,Surat-Thani,January,15-18,0,126
2024,Surat-Thani,January,19-24,2,145
2024,Surat-Thani,January,25-35,8,180
2024,Surat-Thani,January,36-60,13,255
2024,Surat-Thani,January,60++,5,76
2024,Surat-Thani,February,1-14,1,85
2024,Surat-Thani,February,15-18,1,128
2024,Surat-Thani,February,19-24,3,132
2024,Surat-Thani,February,25-35,10,185
2024,Surat-Thani,February,36-60,6,233
2024,Surat-Thani,February,60++,2,72
2024,Surat-Thani,March,1-14,0,67
2024,Surat-Thani,March,15-18,3,105
2024,Surat-Thani,March,19-24,0,159
2024,Surat-Thani,March,25-35,3,151
2024,Surat-Thani,March,36-60,7,222
2024,Surat-Thani,March,60++,0,71
2024,Surat-Thani,April,1-14,2,67
2024,Surat-Thani,April,15-18,1,78
2024,Surat-Thani,April,19-24,3,148
2024,Surat-Thani,April,25-35,10,161
2024,Surat-Thani,April,36-60,9,226
2024,Surat-Thani,April,60++,5,56
2024,Surat-Thani,May,1-14,2,52
2024,Surat-Thani,May,15-18,1,112
2024,Surat-Thani,May,19-24,2,118
2024,Surat-Thani,May,25-35,6,154
2024,Surat-Thani,May,36-60,5,225
2024,Surat-Thani,May,60++,3,50
2024,Surat-Thani,June,1-14,0,79
2024,Surat-Thani,June,15-18,1,124
2024,Surat-Thani,June,19-24,1,109
2024,Surat-Thani,June,25-35,1,136
2024,Surat-Thani,June,36-60,5,219
2024,Surat-Thani,June,60++,4,60
2024,Surat-Thani,July,1-14,0,90
2024,Surat-Thani,July,15-18,2,148
2024,Surat-Thani,July,19-24,2,155
2024,Surat-Thani,July,25-35,7,153
2024,Surat-Thani,July,36-60,9,204
2024,Surat-Thani,July,60++,3,61
2024,Surat-Thani,August,1-14,0,77
2024,Surat-Thani,August,15-18,1,139
2024,Surat-Thani,August,19-24,3,125
2024,Surat-Thani,August,25-35,4,187
2024,Surat-Thani,August,36-60,8,222
2024,Surat-Thani,August,60++,4,70
2024,Surat-Thani,September,1-14,3,77
2024,Surat-Thani,September,15-18,0,139
2024,Surat-Thani,September,19-24,3,118
2024,Surat-Thani,September,25-35,2,153
2024,Surat-Thani,September,36-60,7,193
2024,Surat-Thani,September,60++,3,64
2024,Surat-Thani,October,1-14,0,70
2024,Surat-Thani,October,15-18,0,93
2024,Surat-Thani,October,19-24,1,112
2024,Surat-Thani,October,25-35,3,162
2024,Surat-Thani,October,36-60,5,176
2024,Surat-Thani,October,60++,3,64
2024,Surat-Thani,November,1-14,0,70
2024,Surat-Thani,November,15-18,1,100
2024,Surat-Thani,November,19-24,1,88
2024,Surat-Thani,November,25-35,7,130
2024,Surat-Thani,November,36-60,10,192
2024,Surat-Thani,November,60++,3,37
2024,Surat-Thani,December,1-14,0,53
2024,Surat-Thani,December,15-18,1,66
2024,Surat-Thani,December,19-24,7,111
2024,Surat-Thani,December,25-35,3,136
2024,Surat-Thani,December,36-60,12,172
2024,Surat-Thani,December,60++,3,57
2024,Chiang-Mai,January,1-14,2,124
2024,Chiang-Mai,January,15-18,1,243
2024,Chiang-Mai,January,19-24,10,522
2024,Chiang-Mai,January,25-35,9,618
2024,Chiang-Mai,January,36-60,13,676
2024,Chiang-Mai,January,60++,9,211
2024,Chiang-Mai,February,1-14,0,129
2024,Chiang-Mai,February,15-18,3,214
2024,Chiang-Mai,February,19-24,3,511
2024,Chiang-Mai,February,25-35,15,508
2024,Chiang-Mai,February,36-60,12,622
2024,Chiang-Mai,February,60++,6,213
2024,Chiang-Mai,March,1-14,1,139
2024,Chiang-Mai,March,15-18,3,192
2024,Chiang-Mai,March,19-24,5,516
2024,Chiang-Mai,March,25-35,14,632
2024,Chiang-Mai,March,36-60,12,739
2024,Chiang-Mai,March,60++,10,218
2024,Chiang-Mai,April,1-14,3,175
2024,Chiang-Mai,April,15-18,1,219
2024,Chiang-Mai,April,19-24,9,393
2024,Chiang-Mai,April,25-35,12,538
2024,Chiang-Mai,April,36-60,19,671
2024,Chiang-Mai,April,60++,4,226
2024,Chiang-Mai,May,1-14,0,92
2024,Chiang-Mai,May,15-18,4,161
2024,Chiang-Mai,May,19-24,4,363
2024,Chiang-Mai,May,25-35,8,501
2024,Chiang-Mai,May,36-60,19,611
2024,Chiang-Mai,May,60++,3,215
2024,Chiang-Mai,June,1-14,0,125
2024,Chiang-Mai,June,15-18,1,224
2024,Chiang-Mai,June,19-24,4,428
2024,Chiang-Mai,June,25-35,11,460
2024,Chiang-Mai,June,36-60,10,536
2024,Chiang-Mai,June,60++,4,176
2024,Chiang-Mai,July,1-14,1,119
2024,Chiang-Mai,July,15-18,7,243
2024,Chiang-Mai,July,19-24,8,448
2024,Chiang-Mai,July,25-35,6,459
2024,Chiang-Mai,July,36-60,7,550
2024,Chiang-Mai,July,60++,5,186
2024,Chiang-Mai,August,1-14,0,107
2024,Chiang-Mai,August,15-18,3,183
2024,Chiang-Mai,August,19-24,7,412
2024,Chiang-Mai,August,25-35,4,436
2024,Chiang-Mai,August,36-60,5,489
2024,Chiang-Mai,August,60++,6,181
2024,Chiang-Mai,September,1-14,0,135
2024,Chiang-Mai,September,15-18,0,209
2024,Chiang-Mai,September,19-24,7,447
2024,Chiang-Mai,September,25-35,6,456
2024,Chiang-Mai,September,36-60,12,520
2024,Chiang-Mai,September,60++,4,174
2024,Chiang-Mai,October,1-14,1,169
2024,Chiang-Mai,October,15-18,0,209
2024,Chiang-Mai,October,19-24,3,459
2024,Chiang-Mai,October,25-35,4,517
2024,Chiang-Mai,October,36-60,12,665
2024,Chiang-Mai,October,60++,4,228
2024,Chiang-Mai,November,1-14,1,154
2024,Chiang-Mai,November,15-18,3,244
2024,Chiang-Mai,November,19-24,9,469
2024,Chiang-Mai,November,25-35,16,518
2024,Chiang-Mai,November,36-60,16,651
2024,Chiang-Mai,November,60++,11,235
2024,Chiang-Mai,December,1-14,3,163
2024,Chiang-Mai,December,15-18,3,221
2024,Chiang-Mai,December,19-24,6,527
2024,Chiang-Mai,December,25-35,12,593
2024,Chiang-Mai,December,36-60,12,712
2024,Chiang-Mai,December,60++,9,229
